replay_num,replay_link                                                                              ,player_p1         ,player_p2         ,switch_p1a,switch_p2a,winner,turns
1442      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-797700?p2                            ,EternumTagerMain  ,Yatagarasuwu      ,Celebi    ,Vaporeon  ,2     ,30
1444      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-797482                               ,rajime(real)      ,GroundBack        ,Suicune   ,Jynx      ,1     ,95
1445      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-797857                               ,honuacjs          ,shitking          ,Ampharos  ,Skarmory  ,1     ,40
1446      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-797854                               ,honuacjs          ,shitking          ,Ampharos  ,Medicham  ,2     ,44
1447      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-797861                               ,honuacjs          ,shitking          ,Ampharos  ,Medicham  ,2     ,45
1450      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-797497                               ,krungo            ,elanie            ,Zapdos    ,Metagross ,1     ,39
1448      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-797846                               ,clarissen         ,Tempokin          ,Tyranitar ,Forretress,1     ,29
1449      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-797850                               ,Tempokin          ,clarissen         ,Tyranitar ,Salamence ,2     ,32
1451      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-797936                               ,YellowHat07       ,theamazingeevee   ,Tyranitar ,Blaziken  ,2     ,29
1452      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-797938                               ,theamazingeevee   ,YellowHat07       ,Skarmory  ,Tyranitar ,1     ,40
1453      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-797483                               ,krungo            ,elanie            ,Tyranitar ,Salamence ,2     ,25
1454      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-797501                               ,krungo            ,elanie            ,Zapdos    ,Medicham  ,1     ,43
1455      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-797556                               ,mobjamin          ,Jahim the Cream   ,Regice    ,Skarmory  ,2     ,46
1456      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-797570                               ,mobjamin          ,Jahim the Cream   ,Zapdos    ,Suicune   ,2     ,27
1460      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-797688                               ,SteelSwaggy       ,verbatim          ,Metagross ,Zapdos    ,2     ,29
1458      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-797203                               ,Seradess          ,JCEntrena         ,Tyranitar ,Salamence ,1     ,41
1457      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-797197                               ,Seradess          ,JCEntrena         ,Zapdos    ,Zapdos    ,2     ,27
1459      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-797209                               ,Seradess          ,JCEntrena         ,Salamence ,Zapdos    ,1     ,42
1461      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-797699                               ,SteelSwaggy       ,verbatim          ,Moltres   ,Dugtrio   ,2     ,37
1462      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-797704                               ,Sepulo            ,Yoink 0           ,Zapdos    ,Zapdos    ,1     ,29
1463      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-797708                               ,Yoink 0           ,Sepulo            ,Salamence ,Hariyama  ,1     ,42
1465      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-797636                               ,ShotoNC           ,no more bad dreams,Salamence ,Zapdos    ,2     ,99
1464      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-797714                               ,Yoink 0           ,Sepulo            ,Salamence ,Regirock  ,2     ,40
1470      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-797569                               ,TRXXJEH           ,shoegazes         ,Zapdos    ,Tyranitar ,2     ,39
1468      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-797678                               ,Nardgo            ,Tree69420         ,Zapdos    ,Salamence ,1     ,41
1469      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-797547                               ,TRXXJEH           ,shoegazes         ,Medicham  ,Salamence ,2     ,24
1466      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-797661                               ,no more bad dreams,ShotoNC           ,Zapdos    ,Zapdos    ,1     ,46
1467      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-797676?p2                            ,Tree69420         ,Nardgo            ,Salamence ,Tyranitar ,2     ,40
1471      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-797474                               ,SKITZ_MONEY       ,Depres_ionCher_y  ,Tyranitar ,Tyranitar ,2     ,88
1473      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-797498                               ,SKITZ_MONEY       ,Depres_ionCher_y  ,Suicune   ,Tyranitar ,2     ,30
1474      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-797332                               ,Key to Life       ,Please ban rachi  ,Metagross ,Tyranitar ,1     ,29
1472      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-797486                               ,SKITZ_MONEY       ,Depres_ionCher_y  ,Zapdos    ,Tyranitar ,1     ,20
1475      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-797334                               ,Key to Life       ,Please ban rachi  ,Metagross ,Tyranitar ,1     ,49
1476      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-797179                               ,datguycactus      ,ADV Fella         ,Tyranitar ,Hitmontop ,1     ,43
1477      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-797183                               ,datguycactus      ,ADV Fella         ,Zapdos    ,Skarmory  ,1     ,31
1481      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-797650                               ,BillGatesAlt      ,Faantome          ,Zapdos    ,Tyranitar ,1     ,23
1482      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-797663                               ,BillGatesAlt      ,Faantome          ,Blissey   ,Salamence ,2     ,85
1480      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-797629                               ,BillGatesAlt      ,Faantome          ,Salamence ,Salamence ,2     ,61
1479      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-797574                               ,Big Chungus irl   ,jank_city.mp4     ,Tyranitar ,Metagross ,1     ,32
1478      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-797567                               ,jank_city.mp4     ,Big Chungus irl   ,Skarmory  ,Skarmory  ,2     ,32
1484      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-798026                               ,Churielix         ,loleinsmaragd     ,Metagross ,Skarmory  ,1     ,63
1483      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-798021                               ,Churielix         ,loleinsmaragd     ,Salamence ,Tyranitar ,1     ,25
1485      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-798032                               ,RevivalTyp        ,crab person       ,Metagross ,Zapdos    ,2     ,30
1490      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-797627                               ,TheLargestLad     ,Spreek            ,Suicune   ,Vaporeon  ,1     ,35
1488      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-798145                               ,Ghost Melone      ,wiilink100        ,Magneton  ,Tyranitar ,1     ,19
1486      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-798040                               ,crab person       ,RevivalTyp        ,Tyranitar ,Glalie    ,2     ,20
1487      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-798044                               ,crab person       ,RevivalTyp        ,Solrock   ,Scizor    ,1     ,27
1489      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-798146                               ,wiilink100        ,Ghost Melone      ,Celebi    ,Tyranitar ,2     ,33
1492      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-797654                               ,TheLargestLad     ,Spreek            ,Suicune   ,Raikou    ,1     ,58
1491      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-797638                               ,TheLargestLad     ,Spreek            ,Tyranitar ,Smeargle  ,2     ,36
1493      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-797156                               ,dicerat8          ,troglodyte480     ,Glalie    ,Jolteon   ,2     ,15
1494      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-797158                               ,dicerat8          ,troglodyte480     ,Gengar    ,Metagross ,1     ,34
1495      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-797160                               ,dicerat8          ,troglodyte480     ,Slaking   ,Skarmory  ,1     ,17
1496      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-797616?p2                            ,VoidVolta         ,Pak               ,Suicune   ,Tyranitar ,2     ,24
1498      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-798031                               ,UDM31             ,Yuiis             ,Tyranitar ,Skarmory  ,1     ,19
1499      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-798041                               ,Yuiis             ,UDM31             ,Hariyama  ,Jirachi   ,2     ,134
1500      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-797238                               ,Elian             ,ljsampson         ,Suicune   ,Metagross ,2     ,24
1501      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-797239                               ,Elian             ,ljsampson         ,Tyranitar ,Regirock  ,1     ,23
1497      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-797621?p2                            ,VoidVolta         ,Pak               ,Zapdos    ,Zapdos    ,2     ,163
1502      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-797240                               ,Elian             ,ljsampson         ,Swampert  ,Regirock  ,1     ,70
1503      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-797507                               ,UnzipsCrogre      ,Colteor           ,Tyranitar ,Zapdos    ,2     ,52
1504      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-797521                               ,UnzipsCrogre      ,Colteor           ,Tyranitar ,Tyranitar ,2     ,35
1505      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-797196                               ,celdanami         ,inkyno1           ,Glalie    ,Glalie    ,1     ,16
1508      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-797373                               ,Dridri457         ,OzEngine          ,Tyranitar ,Zapdos    ,1     ,55
1506      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-797199                               ,inkyno1           ,celdanami         ,Skarmory  ,Suicune   ,2     ,41
1510      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-797839                               ,Scansafatiche     ,xtina xendrix     ,Salamence ,Zapdos    ,2     ,35
1507      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-797368                               ,Dridri457         ,OzEngine          ,Zapdos    ,Jynx      ,2     ,35
1509      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-797376                               ,Dridri457         ,OzEngine          ,Tyranitar ,Salamence ,1     ,26
1512      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-797852                               ,xtina xendrix     ,Scansafatiche     ,Zapdos    ,Salamence ,1     ,37
1511      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-797845                               ,Scansafatiche     ,xtina xendrix     ,Tyranitar ,Tyranitar ,1     ,64
1514      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-798194                               ,hitmonYEE         ,OOz!?             ,Tyranitar ,Salamence ,2     ,20
1513      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-798179                               ,hitmonYEE         ,OOz!?             ,Zapdos    ,Medicham  ,2     ,16
1515      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-798331                               ,Derevien          ,Futtoka           ,Glalie    ,Zapdos    ,1     ,13
1516      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-798336                               ,Derevien          ,Futtoka           ,Glalie    ,Zapdos    ,1     ,20
1517      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-797518                               ,Zpanther          ,T1W1B             ,Vaporeon  ,Skarmory  ,1     ,40
1518      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-797529                               ,T1W1B             ,Zpanther          ,Hariyama  ,Zapdos    ,2     ,27
1521      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-798207                               ,mkizzy            ,ccczzx            ,Jynx      ,Skarmory  ,1     ,43
1522      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-798212                               ,mkizzy            ,ccczzx            ,Zapdos    ,Swampert  ,2     ,31
1520      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-797875                               ,nicole7735        ,mrsunsmash        ,Tyranitar ,Skarmory  ,1     ,52
1519      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-797871                               ,mrsunsmash        ,nicole7735        ,Tyranitar ,Tyranitar ,2     ,23
1524      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-798512                               ,lacoot            ,GSC_Lover_Boy     ,Nidoking  ,Zapdos    ,2     ,12
1523      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-798225                               ,mkizzy            ,ccczzx            ,Sharpedo  ,Zapdos    ,2     ,22
1527      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-797998                               ,LoopingPyre       ,StatelessFir      ,Skarmory  ,Espeon    ,2     ,39
